Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
Maruru Terahara,F,Raw,21.5,62.16,150.0,162.5,72.5
Gérard Chanut,M,Raw,52.5,81.6,175.0,215.0,120.0
Nicole Rodriguez,F,Raw,26.0,75.4,90.0,125.0,45.0
Katie Hogan,F,Wraps,30.0,81.65,140.0,175.0,92.5
John Nicholosi,M,Raw,50.0,121.14,240.0,247.5,140.0
Victor Cadena,M,Single-ply,46.0,145.6,185.0,272.5,182.5
Veronica Chasser,F,Raw,27.5,67.2,117.5,137.5,60.0
Chris Elkins,M,Raw,29.0,66.81,140.0,195.0,100.0
Chuquese Huffman,F,Raw,28.0,70.9,147.5,205.0,102.5
Cyril Vaillant,M,Single-ply,44.0,92.2,275.0,275.0,207.5
Daniel Butera,M,Raw,22.5,107.95,200.0,225.0,137.5
Russ Metivier,M,Single-ply,52.0,81.01,215.46,233.6,142.88
Franz Leberwurst,M,Single-ply,42.5,113.45,345.0,310.0,210.0
Denise Jaffe,F,Raw,49.0,55.25,65.0,95.0,42.5
Joël Fabreguettes,M,Raw,24.5,118.27,220.0,285.0,182.5
Victoria Ruiz,F,Wraps,38.0,69.9,110.0,152.5,60.0
James Campbell,M,Single-ply,31.0,92.35,112.5,180.0,100.0
Michelle Guerrero,F,Raw,25.0,65.5,80.0,120.0,52.5
Richie Vinci,M,Raw,27.5,130.6,215.0,217.5,120.0
David Park,M,Raw,21.0,81.7,175.0,220.0,130.0
David Contreras,M,Single-ply,50.0,87.0,215.0,210.0,110.0
Shandelle Ross,F,Wraps,40.0,70.9,92.5,132.5,62.5
Rose BrownEagle,F,Raw,30.5,81.7,127.5,155.0,70.0
Eric Olivas,M,Wraps,31.0,119.9,250.0,275.0,202.5
Jeff Pugh,M,Wraps,43.0,74.18,190.0,195.0,97.5
Justin Pascual,M,Single-ply,24.0,81.47,272.5,242.5,182.5
Joseph Franko,M,Single-ply,22.5,80.4,232.5,242.5,130.0
Jess Sewastenko,F,Raw,22.5,56.65,135.0,155.0,70.0
Andrea Trent,F,Wraps,35.0,82.0,175.0,185.0,85.0
Pete Miller,M,Raw,67.0,80.72,120.0,172.5,83.0
Lacey Tucker,F,Raw,20.0,66.13,60.0,100.0,35.0
Matthew Giarra,M,Raw,32.5,89.8,150.0,182.5,87.5
Zak Thompson,M,Raw,23.0,80.7,175.0,180.0,105.0
Autumn Dietrich,F,Raw,35.5,79.0,135.0,135.0,67.5
Ira Lampert,M,Raw,15.5,77.1,130.0,160.0,82.5
Jonathan Shillcox,M,Raw,31.0,89.6,192.5,245.0,120.0
Trinh Tat,F,Raw,29.0,72.0,115.0,172.5,55.0
Ilkka Ala-Luopa,M,Raw,21.5,58.76,170.0,195.0,107.5
Mike David,M,Wraps,28.0,113.7,287.5,290.0,182.5
Larvin Hunley,M,Wraps,31.0,88.31,272.5,277.5,167.5
Chris Carter,M,Raw,33.0,82.2,162.5,192.5,105.0
Brian Flannery,M,Wraps,22.5,88.5,185.97,240.4,131.54
Wade Martin,M,Raw,17.0,79.2,185.0,210.0,115.0
Jon Marshall,M,Single-ply,44.0,98.6,282.5,265.0,212.5
Martha King,F,Wraps,49.0,71.03,62.5,85.0,37.5
Jacob Hildenbrandt,M,Raw,17.0,71.7,155.0,220.0,127.5
Elaine Ursua,F,Raw,35.0,82.0,100.0,132.5,57.5
Michael Harrod,M,Wraps,44.0,114.58,199.58,208.65,197.31
Dean Otsuka,M,Single-ply,23.0,65.5,195.0,227.5,142.5
Ben Stove,M,Raw,30.5,72.65,132.5,202.5,120.0
Warrick Eccles,M,Wraps,25.0,124.8,335.0,327.5,202.5
Judas Contreras,M,Wraps,21.0,89.6,215.0,237.5,147.5
Mark Kimener,M,Raw,35.0,120.4,270.0,337.5,192.5
Derek Peerenboom,M,Raw,23.5,99.6,252.5,260.0,152.5
Amy Grass,F,Raw,35.0,82.0,112.5,155.0,75.0
Morgan Mullaney,F,Raw,16.5,56.6,87.5,92.5,52.5
Maya El-Hage,F,Raw,17.0,92.2,107.5,142.5,55.0
Nikita Romov,M,Wraps,15.0,107.6,220.0,220.0,150.0
Samantha Cottingham,F,Raw,26.0,51.6,97.5,110.0,45.0
Anthony Wolf,M,Raw,22.5,102.9,240.0,252.5,162.5
Jeffrey Houska,M,Raw,33.5,82.4,215.0,237.5,135.0
Murry Taylor,M,Raw,43.5,88.65,182.5,205.0,127.5
Gary Li,M,Raw,22.0,71.76,185.0,212.5,140.0
Shawn Schantin,M,Wraps,25.0,81.65,220.0,250.0,165.0
Huy Nguyen,M,Raw,32.0,82.3,182.5,190.0,90.0
Anthony Zeccola,M,Raw,23.5,85.05,187.5,230.0,110.0
Deion Williams,M,Single-ply,16.5,72.0,165.0,210.0,107.5
John Riley,M,Raw,52.0,89.1,137.5,165.0,117.5
Hunter Dollery,M,Single-ply,18.5,73.46,205.0,217.5,137.5
Adam Foster,M,Wraps,36.0,120.8,242.5,262.5,177.5
Andrey Malanichev,M,Wraps,38.0,161.9,470.0,372.5,265.0
Malcom Landreau,M,Wraps,17.0,103.87,215.46,226.8,99.79
Iwona Mazur-Zmuda,F,Raw,40.5,56.25,85.0,120.0,40.0
Benoit Angin,M,Raw,42.5,58.31,140.0,140.0,90.0
Alex Hilgetag,M,Raw,47.5,102.1,170.0,205.0,132.5
Mike Bratton,M,Wraps,25.5,104.1,254.01,240.4,204.12
Ed Searfoss,M,Wraps,34.0,106.96,205.0,272.5,145.0
Yukie Terada,F,Single-ply,40.5,56.43,165.0,180.0,95.0
Randy Cairns,M,Raw,51.5,121.8,230.0,255.0,132.5
Rachel Ilic,F,Wraps,27.0,107.4,130.0,160.0,70.0
Adrien Poinson,M,Raw,23.5,73.27,232.5,250.0,210.5
Richard Hwang,M,Wraps,19.0,89.58,145.0,200.0,105.0
Jeroen Van Heesvelde,M,Single-ply,23.5,103.74,322.5,305.0,232.5
Amber Buck,F,Wraps,37.0,66.6,142.5,147.5,65.0
Niki Chacon,F,Raw,29.0,54.79,47.5,97.5,45.0
Peter Neeves,M,Wraps,29.0,89.81,174.63,233.6,124.74
Liz Freel,F,Multi-ply,40.0,74.4,242.5,215.0,160.0
Mike Brilla,M,Wraps,30.0,89.3,295.0,305.0,177.5
Vincent Cifani,M,Raw,32.5,104.7,227.5,252.5,142.5
Amanda Tarbescu,F,Raw,29.5,80.7,127.5,150.0,82.5
Evelyn Gayle,F,Raw,21.5,66.7,112.5,127.5,60.0
Loren Franklin,M,Wraps,30.0,108.95,250.0,295.0,145.0
Scott Richey,M,Single-ply,54.0,62.96,177.5,182.5,125.0
Kelly Huerta,F,Single-ply,17.5,62.76,120.0,130.0,77.5
Guillermo Blanco,M,Wraps,27.0,97.75,280.0,257.5,162.5
Noah Mann,M,Raw,18.5,113.5,170.0,227.5,107.5
Nikki Stock,F,Raw,24.5,68.7,97.5,125.0,65.0
Brendon Tabor,M,Raw,,68.1,57.5,115.0,77.5
Maryana Soltanova,F,Multi-ply,30.0,69.2,145.0,150.0,95.0
Matthew Odle,M,Raw,28.5,104.2,175.0,207.5,117.5
Mallory King,F,Raw,25.0,66.5,92.5,95.0,45.0
Rusty Thompson,M,Raw,19.0,55.97,149.69,181.44,102.06
Jeffery Lawrence Jr,M,Raw,21.0,88.8,197.5,292.5,147.5
James Cabajar,M,Raw,20.0,66.0,202.5,247.5,112.5
Jason Boxtart,M,Raw,47.0,85.5,160.0,200.0,120.0
Cassie Garcia,F,Wraps,25.0,66.32,122.5,145.0,57.5
Everly Blank,F,Raw,34.0,64.41,95.0,125.0,60.0
Pat Keenan,M,Raw,42.0,74.42,212.5,230.0,135.0
Jordan Chadwick,M,Wraps,20.0,79.1,205.0,220.0,130.0
Nachelle Pena,F,Raw,35.5,86.3,125.0,135.0,65.0
Josh Caldwell,M,Wraps,24.0,98.8,260.0,255.0,167.5
Brian Espino,M,Wraps,33.5,87.79,192.78,208.65,145.15
Catherine Van Brande,F,Raw,21.0,59.38,122.5,150.0,75.0
Eric Radcliffe,M,Wraps,22.0,108.8,285.0,313.0,150.0
Amanda Heda,F,Raw,36.0,65.5,110.0,105.0,42.5
Courtney Williams,M,Raw,26.0,78.7,182.5,227.5,147.5
Darrin Fernandez,M,Raw,19.0,73.48,155.0,207.5,125.0
Timothy Sweeney,M,Single-ply,19.5,58.4,137.5,167.5,85.0
Kyle Coogan,M,Raw,22.5,73.85,207.5,245.0,140.0
Mike Reid,M,Raw,50.0,80.6,175.0,200.0,120.0
Louise Millar,F,Raw,29.5,62.7,142.5,145.0,80.0
Marvin Mann,M,Raw,54.0,91.53,230.0,260.0,160.0
Dmitry Smirnov,M,Raw,37.0,135.0,270.0,285.0,175.0
Benjamin Wilson,M,Raw,22.0,93.3,165.0,205.0,122.5
Janibell Suero,F,Raw,23.5,45.1,102.5,117.5,50.0
Aditya Cowsik,M,Raw,19.5,73.5,135.0,177.5,87.5
Steven Rizzo,M,Multi-ply,27.0,98.25,317.51,281.23,233.6
Nigel Mann,M,Raw,54.5,107.6,120.0,195.0,62.5
Daniel Dagones,M,Raw,28.0,83.55,152.5,200.0,82.5
Christle Guevarra,F,Raw,33.5,68.3,142.5,150.0,62.5
Parker Tims,M,Wraps,22.0,90.0,270.0,275.0,175.0
Diane Anderson,F,Wraps,55.0,88.68,110.0,142.5,57.5
Niquelle Waters,F,Raw,35.5,68.0,115.0,137.5,65.0
Sarah Pedri,F,Wraps,,51.6,90.0,130.0,42.5
Hui-Chun Wu,F,Single-ply,26.5,56.13,190.0,195.0,130.0
Jeremy Avilla,M,Raw,28.0,98.97,322.5,377.5,192.5
Olivia Garrett,F,Wraps,22.0,67.9,-72.5,95.0,40.0
Sunni Manning,M,Wraps,17.0,74.1,140.0,180.0,110.0
Yeiner Miranda,M,Wraps,24.0,70.2,190.0,205.0,105.0
Gage Abrahams,M,Wraps,39.0,136.0,297.5,317.5,150.0
Joe Cassaro,M,Raw,24.0,67.0,160.0,175.0,100.0
Pei-Chen Liao,F,Raw,28.0,50.75,62.5,65.0,52.5
Daly Levng,M,Raw,19.0,58.0,112.5,152.5,80.0
Kathy Bunch,F,Raw,48.0,59.24,102.5,135.0,75.0
Brady Becker,M,Raw,14.5,58.7,152.5,155.0,97.5
Michelle Arnold,F,Raw,44.0,88.27,95.0,125.0,67.5
Hiroshi Inaka,M,Raw,58.5,65.4,145.0,170.0,115.0
Josephine Johnson,F,Raw,22.5,114.2,105.0,147.5,62.5
Vasiliy Vitovskiy,M,Wraps,56.0,96.6,240.0,250.0,170.0
Wendy Chan,F,Raw,20.5,45.35,107.5,127.5,57.5
Adam Rogers,M,Wraps,31.0,136.98,317.51,276.69,249.48
Jose Ocasio,M,Single-ply,60.5,91.36,240.0,227.5,135.0
Jonathan Chu,M,Wraps,22.0,80.6,185.0,200.0,105.0
Ryan Findell,M,Raw,47.5,159.5,250.0,287.5,172.5
Keiren Rodwell,M,Raw,19.5,100.94,240.0,260.0,142.5
Phillip Morales,M,Wraps,43.0,109.1,197.5,205.0,147.5
Jakub Ilubna,M,Raw,18.0,84.25,200.0,220.0,120.0
Mandy Bursac,F,Raw,25.5,83.3,140.0,162.5,70.0
Jessica Peirce,F,Raw,26.5,50.4,95.0,107.5,50.0
Matt McAnulty,M,Raw,17.0,73.7,185.0,235.0,125.0
Jarrad Reyes,M,Raw,22.0,73.8,185.0,227.5,112.5
Sean Whitson,M,Raw,19.0,95.7,200.0,242.5,120.0
Andrew Kreidler,M,Single-ply,32.0,103.2,310.0,290.0,185.0
Tiberius Catinas,M,Wraps,24.0,124.51,265.0,230.0,147.5
Mark Janitch,M,Wraps,43.0,99.7,245.0,250.0,167.5
Ricardo Baretto,M,Single-ply,18.5,92.66,280.0,275.0,150.0
Lindsay Small,F,Raw,31.0,65.7,155.0,170.0,87.5
Chance Mitchell,M,Raw,22.5,91.3,277.5,312.5,165.0
Lacy McKinley,F,Raw,21.5,56.86,85.0,97.5,45.0
Karen Kleyle,F,Raw,46.5,65.4,82.5,130.0,42.5
Ezdean Alkurdi,M,Raw,19.5,79.3,215.0,260.0,140.0
Gilles Pinheiro,M,Raw,24.5,89.05,250.0,302.5,170.0
Dylan Clare,M,Raw,20.0,97.55,205.0,205.0,145.0
Marcel Glenn-Rand,M,Raw,30.0,121.0,220.0,245.0,125.0
Brandon Go,M,Raw,26.0,64.8,165.0,227.5,110.0
Kodey Patterson,M,Wraps,26.0,92.5,232.5,235.0,145.0
Tom Shadood,M,Raw,33.5,123.7,235.0,262.5,140.0
Noel Gragasin,M,Raw,30.0,55.9,142.5,205.0,125.5
Isaac Boling,M,Wraps,27.0,103.33,305.0,277.5,165.0
Ronald Walker,M,Single-ply,57.5,79.69,180.0,260.0,142.5
Mary Lee Gaffin,F,Raw,30.5,69.85,85.0,100.0,42.5
Jeff Shellenberger,M,Multi-ply,41.0,119.6,340.0,295.0,195.0
Hector Mejia,M,Raw,37.0,136.98,210.0,210.0,140.0
Calvin Seith,M,Raw,29.0,89.3,197.5,210.0,127.5
John Buencamino,M,Single-ply,21.0,64.41,117.5,210.0,97.5
Gabrielle Mamani,F,Raw,22.5,55.68,137.5,170.0,75.0
Victoria Trabucco,F,Wraps,24.0,67.4,124.74,167.83,63.5
Bryce Constantino,M,Raw,24.0,72.53,152.5,202.5,110.0
Nichole Weinsheimer,F,Raw,21.5,70.5,125.0,147.5,62.5
Jacqueline Payet,F,Raw,59.5,71.2,70.0,100.0,40.0
Keith Spangenburg,M,Wraps,27.0,72.57,133.81,215.46,117.93
Josh Andrews,M,Wraps,24.0,110.0,260.82,272.16,124.74
E.J. Ascona,M,Raw,18.0,100.61,165.0,165.0,115.0
Yara Costa,F,Raw,15.5,66.5,115.0,120.0,57.5
Connor Dickman,M,Raw,18.5,81.9,180.0,207.5,135.0
Michelle Mather,F,Raw,30.0,66.2,90.0,107.5,55.0
Devon Walker,M,Raw,24.0,93.3,200.0,255.0,142.5
Alexander Campbell,M,Raw,34.0,96.4,205.0,215.0,165.0
Emily Torres,F,Raw,12.5,51.9,52.5,85.0,25.0
Jodelle Tavine,F,Raw,30.0,66.8,167.5,175.0,92.5
Laurie Rowland,F,Raw,54.0,57.42,77.5,95.5,47.5
Florian De Lorgeril,M,Raw,22.5,102.93,215.0,220.0,140.0
Lindsey Ryiz,F,Raw,29.0,81.42,145.0,190.0,67.5
Daniel White,M,Wraps,28.0,72.3,188.24,226.8,120.2
Troy Anderson,M,Raw,46.0,122.79,242.5,227.5,150.0
David Woolson,M,Raw,25.5,91.9,275.0,345.0,180.0
Carrie Grissinger,F,Raw,37.0,74.7,175.0,210.0,100.0
Pascal Poidras,M,Raw,47.5,65.0,162.5,180.0,135.0
Najat Khoury,F,Raw,33.5,137.4,233.0,208.5,105.0
Lucas Helmke,M,Raw,25.5,73.35,220.0,252.5,170.0
Brandon Arthur,M,Raw,22.0,99.3,240.0,240.0,187.5
Chris Pappillion,M,Single-ply,35.0,116.3,365.0,320.0,255.0
Vadim Filimonenko,M,Raw,42.5,71.92,200.0,200.0,130.0
Anna Kelske,F,Raw,30.0,58.06,87.5,122.5,60.0
Roy Taylor,M,Wraps,74.0,79.83,112.5,167.5,62.5
Vanessa Armstrong,F,Raw,35.5,66.75,100.0,120.0,55.0
Martin Chour,M,Wraps,32.0,107.8,220.0,275.0,165.0
Michael O'Coyne,M,Raw,42.0,102.33,155.0,235.0,125.0
Julio Garcia,M,Wraps,25.0,55.34,115.67,140.61,102.06
Tu Pham,F,Raw,32.5,62.9,117.5,147.5,47.5
Kelsey Boronda,F,Raw,24.0,52.3,90.0,122.5,50.0
Ellyahu Elyashev,M,Wraps,17.5,59.7,150.0,170.0,102.5
Tyler Wells,M,Single-ply,16.0,57.38,112.5,137.5,75.0
Sarah Meador,F,Raw,27.0,61.5,97.5,125.0,55.0
Tony Shuler,M,Wraps,31.0,97.5,265.0,265.0,162.5
Scott Jividen,M,Wraps,24.0,97.6,240.0,237.5,150.0
Ellie Steel,F,Single-ply,24.5,56.88,172.5,160.0,117.5
Jennifer Varano,F,Raw,35.5,56.2,125.0,147.5,87.5
John Mylott,M,Raw,21.0,88.9,197.5,240.0,115.0
Vicky Fox,F,Raw,49.0,79.6,67.5,127.5,47.5
Kristen Jade,F,Raw,30.5,57.8,105.0,120.0,62.5
Ethan Gravino,M,Raw,13.5,50.3,92.5,97.5,60.0
AJ Prapavat,M,Wraps,26.0,89.27,250.0,252.5,192.5
Michael Harris,M,Raw,28.5,90.6,162.5,220.0,120.0
Matthew Honeysett,M,Raw,21.5,103.8,160.0,205.0,107.5
Shyami Murphy,F,Raw,50.5,46.43,102.5,110.0,45.0
Jessica Richer,F,Raw,33.0,72.3,130.0,155.0,82.5
Zalin Hendrickson,M,Raw,22.5,65.9,152.5,197.5,112.5
Jamario Latter,M,Raw,25.0,68.2,160.0,222.5,110.0
Ricardo Oliveira,M,Raw,44.5,95.6,242.5,265.0,145.0
Isabel Figueroa,F,Wraps,14.0,102.35,165.0,165.0,80.0
Kahlyl McClain,M,Raw,20.5,121.95,227.5,272.5,152.5
Christine Trac,F,Raw,19.0,53.6,87.5,130.0,65.0
Brian Budzinski,M,Wraps,45.0,137.6,327.5,285.0,205.0
Jackie Mercer,F,Raw,33.5,78.5,125.0,170.0,65.0
Ashley Torok,F,Raw,21.0,66.7,115.0,132.5,62.5
Ivelin Petrov,M,Single-ply,26.5,55.6,205.0,200.0,127.5
Jennifer Fidelman,F,Raw,32.5,68.4,82.5,110.0,47.5
Derek Fonte,M,Raw,44.0,121.5,175.0,185.0,115.0
Michael Smith,M,Single-ply,17.0,100.0,170.1,192.78,120.2
Nicole Nguyen,F,Raw,22.5,46.07,117.5,142.5,57.5
Henk De Wet,M,Raw,39.5,91.75,210.0,262.5,145.0
Brennon Peterson,M,Raw,23.0,98.05,245.0,317.5,162.5
Joseph Tansey,M,Raw,28.0,136.5,250.0,272.5,170.0
Nicole Sadecki,F,Raw,20.0,58.2,82.5,125.0,55.0
Dan Bingaman,M,Multi-ply,31.0,115.71,328.85,310.71,165.56
Rae-Leigh Lyons,F,Raw,25.5,62.3,95.0,107.5,60.0
Daniel Hollibaugh,M,Wraps,38.0,123.83,206.38,226.8,151.95
Joyce Potter,F,Raw,57.5,45.0,45.0,60.0,25.0
Jake Daniel Snyder,M,Raw,30.0,116.6,237.5,247.5,150.0
Brian Radulovich,M,Raw,38.0,99.11,275.0,282.5,160.0
Marissa Parada,F,Raw,17.5,78.4,112.5,130.0,37.5
Michelle Bothun,F,Raw,44.0,74.5,85.0,135.0,55.0
Willard Rosenberg,M,Wraps,40.0,108.3,250.0,210.0,167.5
Derek Moody,M,Wraps,37.0,147.4,297.5,307.5,155.0
Adam Thomas,M,Raw,34.0,138.35,150.0,182.5,100.0
Kyle Ray,M,Raw,23.0,90.6,180.0,240.0,170.0
Kevin McHugh,M,Wraps,27.0,174.8,410.0,312.5,200.0
Derrington Wright,M,Raw,24.5,97.4,285.0,322.5,192.5
Matthew Walsh,M,Raw,18.5,87.35,187.5,225.0,122.5
Julien Idier,M,Raw,34.5,81.6,207.5,240.0,145.0
Kimberly Leisner,F,Raw,43.5,78.65,81.7,83.9,45.4
John Curtin,M,Raw,50.0,80.05,137.5,165.0,115.0
Rin Tsuzaki,M,Raw,16.5,58.18,150.0,190.0,70.0
Matthew Williamson,M,Raw,21.5,92.8,205.0,230.0,155.0
Abby Burg,F,Raw,32.0,81.1,137.5,182.5,75.0
Bryan Peralta,M,Raw,23.0,82.5,207.5,250.0,145.0
Emily Baxter,F,Raw,29.5,82.9,85.0,105.0,47.5
Cathy Brenan,F,Raw,60.0,59.0,90.0,100.0,57.5
Dana Rygwelski,F,Wraps,32.0,79.74,170.0,97.5,85.0
Ryan Antaya,M,Raw,26.0,107.5,230.0,240.0,150.0
Astacia Lovelace,F,Raw,33.0,64.7,102.5,137.5,50.0
Tera-Ann Smart,F,Raw,39.0,64.9,97.5,130.0,80.0
Lisa Gregg,F,Raw,43.0,75.66,158.76,147.42,72.57
Devin Jolley,M,Multi-ply,20.0,104.1,300.0,230.0,215.0
Moran Hava,F,Wraps,34.0,60.7,120.0,120.0,52.5
Gabrielle Fosdick,F,Raw,22.5,70.8,120.0,147.5,77.5
Ricardo Navarro,M,Raw,20.5,90.5,200.0,250.0,127.5
Roberta Monaco,F,Single-ply,39.5,51.7,152.5,157.5,82.5
Maliek Derstine,M,Wraps,29.0,82.28,351.53,306.17,229.06
Arodis Melgar,M,Raw,22.0,88.3,202.5,210.0,117.5
Amparo Barajas,F,Single-ply,31.0,51.17,92.5,125.0,75.0
Noel Tanap,M,Raw,30.0,106.96,185.0,220.0,137.5
Ryan Santos,M,Raw,19.5,71.9,155.0,185.0,95.0
Vladimir Kalinichenko,M,Single-ply,39.5,154.8,425.0,377.5,285.0
Billy Jin,M,Wraps,21.0,71.7,137.5,145.0,77.5
Wendy Chan,F,Raw,22.5,49.6,130.0,140.0,72.5
Christopher Hoey,M,Raw,21.0,73.3,175.0,202.5,120.0
Lucas Rascon,M,Raw,19.0,108.5,157.5,182.5,117.5
Max Feng,M,Raw,19.0,90.0,175.0,242.5,105.0
Christopher Lorenz,M,Wraps,28.0,74.48,177.5,195.0,100.0
Greg Kubek,M,Raw,33.0,106.41,205.0,240.0,137.5
Michelle Borg,F,Raw,22.0,70.9,100.0,125.0,57.5
Danny Blanchard,M,Raw,33.5,65.4,172.5,165.0,100.0
George Williams,M,Single-ply,46.5,110.7,249.5,215.5,149.7
Stacey Rogers,F,Raw,24.5,55.7,120.0,150.0,67.5
George Okunev,M,Wraps,35.0,150.0,335.0,280.0,240.0
Jonathan Lewis,M,Raw,16.0,90.8,190.0,207.5,102.5
Kathy Walsh,F,Wraps,48.0,88.8,137.5,155.0,62.5
Jason Headding,M,Raw,47.5,117.4,217.5,220.0,130.0
Kimberly Diaz,F,Raw,23.5,63.9,47.5,70.0,40.0
Shane McDonald,M,Raw,43.5,82.8,120.0,165.0,100.0
Alexas McBride,F,Raw,20.5,61.8,122.5,132.5,62.5
Chase Wingo,M,Wraps,19.0,96.43,255.0,255.0,155.0
Bren Johnson,F,Raw,41.0,81.75,110.0,117.5,67.5
Katherine Andrews,F,Raw,25.5,72.1,120.0,130.0,75.0
Sarah Rodwell,F,Wraps,32.0,73.45,130.0,187.5,95.0
Nathan Rocks,M,Wraps,25.0,109.7,260.0,317.5,222.5
Garrett Bailey,M,Raw,21.0,92.9,245.0,317.5,167.5
Rob Christine,M,Wraps,28.0,122.56,249.48,247.21,215.46
Dustin Wilson,M,Raw,21.5,89.6,200.0,275.0,115.0
Exson Rodriguez,M,Raw,36.0,139.62,297.5,277.5,210.0
Yvonne DeMara,F,Wraps,28.0,65.68,111.13,133.81,58.97
Steven Vo,M,Raw,24.0,59.6,142.5,165.0,75.0
Jay Williams,M,Wraps,24.0,100.92,247.5,290.0,150.0
Adelaide Hurlbert,F,Raw,23.5,61.6,92.5,112.5,57.5
Ed Anton,M,Raw,46.0,99.5,242.5,272.5,182.5
Anna Matteson,F,Wraps,30.0,75.0,124.74,147.42,65.77
Gawain Johnstone,M,Wraps,31.0,179.3,415.0,372.5,212.5
Jacob Springer,M,Raw,25.0,66.5,147.5,157.5,92.5
Alexandr Yuhanov,M,Wraps,24.5,118.0,290.0,290.0,172.5
Maya Toth,F,Raw,15.5,60.3,87.5,102.5,52.5
Stephanie Mckay-Gillies,F,Raw,23.5,61.2,107.5,117.5,50.0
Allison Nathe,F,Wraps,41.0,106.87,142.5,145.0,82.5
Michael Sanchez-Ruiz,M,Raw,18.5,63.8,105.0,130.0,77.5
Garmez Parks,M,Raw,50.5,105.0,217.5,240.0,162.5
Adam Foster,M,Wraps,37.0,124.92,257.5,255.0,180.0
Renee Boyer,F,Raw,21.0,73.3,120.0,150.0,62.5
Emma Candelario,F,Raw,26.0,118.0,145.0,160.0,72.5
Melina Taylor,F,Raw,29.0,96.4,152.5,160.0,92.5
Katrina WiseMen,F,Raw,25.0,71.3,90.0,137.5,52.5
Felipe Montoya,M,Raw,27.0,88.8,137.5,192.5,120.0
Criselda Mejia,F,Wraps,38.0,74.93,130.0,150.0,62.5
Mike King,M,Wraps,34.0,108.86,265.0,255.0,185.0
Brian Boatman,M,Raw,20.5,65.0,87.5,112.5,60.0
Fawn Friday,F,Raw,36.0,55.7,102.5,120.0,50.0
Chantz Carter,M,Wraps,22.0,81.0,275.0,262.5,150.0
Joyce Kuwae,F,Raw,39.5,53.8,85.0,107.5,42.5
Sheldon Morris,M,Wraps,39.0,103.87,108.86,156.49,97.52
William Sperling,M,Raw,20.0,60.66,130.0,180.0,90.0
Raymond Gandeza Jr,M,Raw,51.0,131.8,182.5,227.5,115.0
David Herrera,M,Raw,29.0,81.8,267.5,317.5,170.0
David Senerchia,M,Raw,21.5,69.15,180.0,200.0,107.5
Ivan Palomino,M,Raw,23.0,74.3,185.5,218.0,113.0
Ryan Stinn,M,Single-ply,29.5,130.69,310.0,295.0,252.5
Pamela Hyde,F,Raw,27.5,57.5,100.0,122.5,57.5
Tim Housby,M,Raw,33.5,91.8,172.5,192.5,112.5
Christopher Adgett,M,Raw,27.0,84.37,185.0,227.5,155.0
Vladislav Aksennikov,M,Raw,19.5,103.03,270.0,325.0,187.5
Betsy Spann,F,Single-ply,55.0,66.5,113.0,133.0,67.5
Cesar Galvan,M,Raw,30.0,74.6,152.5,192.5,95.0
Bre Thompson,F,Wraps,20.0,71.7,137.5,150.0,57.5
Scott Christian,M,Raw,32.0,109.36,177.5,235.0,120.0
Royce Young,M,Raw,46.5,103.3,205.0,260.0,162.5
Kristopher Hunt,M,Raw,34.5,92.16,280.0,292.5,162.5
Brittany Foley,F,Raw,23.0,84.6,75.0,107.5,42.5
Haidee White,F,Raw,46.0,66.2,75.0,125.0,52.5
Tristen Bresnahan,M,Raw,17.5,76.9,140.0,160.0,72.5
Isle Bastille,F,Wraps,23.0,57.83,117.93,122.47,52.16
Robert Warnke,M,Raw,26.5,69.4,117.5,142.5,105.0
Callan Duffy,M,Raw,28.0,108.7,240.0,235.0,140.0
JJ Ng,M,Raw,22.5,58.7,162.5,130.0,97.5
Andrew Yu-Chih,M,Raw,26.0,74.3,187.5,205.0,122.5
Zachary Morgan,M,Raw,15.5,58.2,122.5,165.0,75.0
Joshua Boyd,M,Wraps,27.0,81.9,220.0,272.5,155.0
Josh Nooner,M,Raw,23.0,81.7,207.5,227.5,165.0
Felicia John,F,Single-ply,40.5,71.94,100.0,155.0,65.0
Brian Ross,M,Single-ply,32.0,86.6,255.0,235.0,177.5
Bethany Zottl,F,Raw,21.0,73.6,110.0,142.5,52.5
Daniel Cornejo,M,Raw,25.0,81.2,207.5,232.5,125.0
Bryan Foster,M,Wraps,16.0,78.93,120.2,183.7,97.52
Sarah Rogers,F,Single-ply,16.0,61.8,142.5,115.0,80.0
Lori Yates,F,Raw,51.0,109.7,130.0,152.5,72.5
Ed Kim,M,Raw,24.5,82.0,192.5,272.5,122.5
Renae Renken,F,Single-ply,31.0,73.66,90.0,112.5,70.0
Andrew Brandenberger,M,Raw,19.0,110.5,205.0,195.0,97.5
Kayla Heal,F,Wraps,25.0,80.6,195.0,190.0,92.5
Chris Cole,M,Wraps,37.0,103.5,205.0,250.0,130.0
Jessica Kratz,F,Raw,43.0,65.4,137.5,172.5,87.5
Aura Morris,F,Single-ply,35.0,88.15,185.0,165.0,70.0
Shaney Kruse,F,Raw,17.5,65.3,80.0,115.0,42.5
Evan Imhoff,M,Wraps,27.0,74.3,207.5,220.0,137.5
Jordan Anderson,M,Raw,21.5,86.2,200.0,252.5,147.5
Tyler Cox,M,Raw,20.5,91.1,220.0,272.5,145.0
Scott Johnson,M,Raw,48.0,108.8,192.5,227.5,137.5
